คะแนนคณิตศาสตร์,คะแนนคอมพิวเตอร์,คะแนนภาษาไทย,คะแนนวิทยาศาสตร์,คะแนนศิลปะ,ทักษะการคิดเชิงตรรกะ,ทักษะความคิดสร้างสรรค์,ทักษะการแก้ปัญหา,ความสนใจด้านตัวเลข,ความสนใจด้านเทคโนโลยี,ความสนใจด้านการทำอาหาร,อายุ,เพศ,รายได้ครอบครัว,การศึกษาของผู้ปกครอง,จำนวนพี่น้อง,ชั่วโมงการนอน,ความถี่การออกกำลังกาย,ชั่วโมงใช้โซเชียลมีเดีย,ชอบอ่านหนังสือ,ประเภทเพลงที่ชอบ,แผนก,ชั้นปี,GPA,ความพึงพอใจในแผนก,หากเลือกใหม่จะเลือกแผนกเดิมไหม
46.9,46.8,30.9,32.3,42.7,5.9,5.1,8.8,5.0,4.9,2.7,18,1,3,3,3,9.1,0,6.4,1,4,สารสนเทศ,3,2.49,3,4
77.0,39.9,67.8,82.0,79.8,4.6,3.1,9.2,3.7,7.4,5.1,18,1,4,3,1,7.5,5,3.0,1,3,อาหาร,1,4.0,5,1
83.3,54.4,89.6,80.6,56.9,4.6,3.5,7.2,1.6,1.1,6.5,17,0,5,3,2,6.9,4,3.7,0,1,อาหาร,1,2.68,3,1
46.6,61.5,97.0,39.5,58.2,9.3,5.7,9.0,3.3,3.8,3.2,16,0,3,3,1,5.8,5,7.8,1,1,อาหาร,2,2.84,3,4
81.0,82.4,69.6,88.5,84.8,8.8,4.1,3.1,2.8,8.0,3.7,17,0,2,3,1,9.1,0,0.3,1,4,อาหาร,1,2.86,3,2
55.7,75.6,66.0,40.8,97.4,6.9,5.6,3.8,5.9,7.0,6.5,19,0,1,3,1,7.9,6,2.7,0,2,อาหาร,3,2.82,4,2
74.3,73.5,36.0,51.1,38.9,7.3,7.4,3.6,6.4,7.6,9.5,18,0,5,2,1,5.5,3,3.9,1,3,สารสนเทศ,1,2.58,3,4
74.3,54.7,68.4,47.4,59.4,6.3,6.8,8.0,6.5,8.3,7.1,19,0,3,3,1,8.2,0,0.0,0,3,บัญชี,3,2.34,3,4
67.5,88.9,56.6,56.1,63.7,5.7,4.6,3.5,4.5,8.0,8.0,18,1,5,1,2,7.1,0,7.2,1,1,สารสนเทศ,3,2.4,3,3
36.3,63.0,72.5,47.8,56.3,9.4,5.4,6.5,4.8,7.1,4.3,17,0,2,3,1,9.1,0,2.3,1,1,อาหาร,2,2.9,3,2
88.5,98.5,57.2,64.2,55.4,3.9,7.3,6.3,8.5,5.0,3.5,16,1,3,2,3,9.6,0,2.1,0,2,สารสนเทศ,1,3.03,4,2
52.5,74.4,46.8,58.5,33.7,5.9,9.0,5.2,5.3,9.9,5.1,17,1,5,4,1,8.0,4,6.6,1,1,สารสนเทศ,1,3.98,5,1
43.1,38.8,36.6,99.1,78.0,5.4,8.3,9.1,9.9,6.1,8.3,19,0,3,1,1,8.7,5,2.2,1,1,อาหาร,2,3.31,5,1
32.9,77.3,52.0,33.9,60.5,6.5,6.9,4.2,5.0,2.8,5.1,16,1,3,3,3,5.3,4,5.3,1,1,สารสนเทศ,3,3.38,4,1
71.4,52.8,36.8,40.0,43.6,6.2,5.5,5.5,6.8,3.6,8.6,16,0,5,3,0,7.8,4,6.6,1,1,บัญชี,3,3.54,4,1
77.4,78.0,42.4,33.7,87.1,6.6,5.6,8.4,1.5,7.2,9.9,18,0,3,1,0,8.8,3,6.3,0,2,สารสนเทศ,1,3.3,4,1
31.2,34.9,99.1,73.8,86.2,4.0,9.2,3.2,6.9,9.3,1.6,16,1,2,3,2,7.5,3,6.3,1,3,อาหาร,1,4.0,5,1
65.8,42.2,61.1,33.8,64.0,6.6,3.3,7.7,8.7,2.6,1.4,18,1,5,2,1,8.0,5,0.7,1,3,บัญชี,1,2.99,4,2
45.9,89.9,67.2,88.6,50.9,4.7,9.9,8.7,9.5,1.7,2.3,16,1,5,3,1,9.5,5,0.6,1,3,สารสนเทศ,1,3.58,4,4
75.2,45.9,91.2,65.8,74.7,4.3,7.7,9.5,10.0,8.9,4.5,16,1,2,4,0,6.0,6,2.5,1,3,อาหาร,3,2.55,3,5
42.2,88.6,99.7,66.9,50.2,3.5,7.8,9.1,3.5,9.2,2.2,18,1,2,2,1,5.5,0,0.3,0,3,สารสนเทศ,1,3.41,5,1
78.4,49.5,70.8,69.3,46.5,8.3,3.3,5.2,6.2,3.5,8.8,16,1,2,3,2,8.5,4,4.0,0,4,บัญชี,2,2.95,4,1
57.1,75.0,86.9,42.0,81.1,6.0,7.2,7.1,5.1,4.4,1.2,17,1,3,4,3,9.1,3,3.2,1,4,อาหาร,2,2.69,3,1
95.6,78.6,52.9,43.8,32.8,7.4,6.4,3.5,6.1,6.9,3.8,16,1,3,1,1,9.3,2,4.5,1,1,บัญชี,1,3.33,4,1
39.6,65.9,51.4,52.3,36.6,8.1,3.7,4.8,2.4,4.0,2.7,19,1,4,2,3,8.2,0,2.4,0,4,สารสนเทศ,2,3.42,5,1
53.9,51.4,58.2,71.5,30.5,7.8,4.9,3.7,8.7,8.9,9.4,18,0,3,3,2,9.2,6,3.9,0,3,สารสนเทศ,2,2.46,3,5
37.9,44.9,77.1,44.7,40.7,6.3,9.2,5.2,9.2,2.0,7.0,18,0,2,3,0,8.5,1,2.7,1,1,อาหาร,1,3.32,4,1
94.7,32.3,77.8,38.1,34.8,5.7,6.8,9.1,5.0,1.3,9.2,17,1,4,1,2,5.4,4,1.6,1,3,บัญชี,2,3.17,4,1
91.4,51.3,52.1,97.9,99.7,5.6,5.9,5.4,3.5,2.9,9.8,19,1,2,1,2,8.8,0,5.2,1,3,อาหาร,1,3.07,4,4
48.1,75.7,39.3,31.5,50.2,7.5,3.5,6.9,2.3,3.6,5.5,16,1,1,2,2,5.9,5,5.4,0,1,สารสนเทศ,2,3.18,4,1
76.2,95.7,74.3,86.2,40.4,6.5,8.0,6.0,7.2,2.0,3.1,17,0,5,2,2,6.2,0,6.6,1,3,สารสนเทศ,3,3.32,5,2
87.2,91.0,39.0,85.2,46.9,8.9,7.9,6.2,3.8,1.6,2.7,16,0,1,2,3,7.0,1,7.0,1,4,สารสนเทศ,2,3.56,4,3
68.9,83.6,70.5,50.8,95.5,9.1,7.3,9.8,9.2,7.8,3.0,17,1,2,3,2,6.6,5,5.6,1,1,อาหาร,2,2.85,4,1
67.1,85.2,78.5,39.5,66.4,4.2,6.6,5.1,7.0,2.5,7.4,18,1,3,3,2,6.6,2,5.5,1,2,สารสนเทศ,2,2.93,4,2
46.9,76.5,79.0,40.2,55.5,4.0,6.0,7.4,6.8,9.2,1.4,19,1,5,2,2,5.8,3,0.5,0,2,สารสนเทศ,3,2.9,4,1
36.5,48.2,82.7,78.8,91.1,7.4,7.2,5.9,6.0,4.3,1.5,18,1,3,3,2,6.5,3,0.9,1,2,อาหาร,1,4.0,5,1
92.8,93.5,91.1,75.0,57.6,5.1,4.6,3.4,1.4,7.0,6.5,17,0,3,1,3,5.1,1,6.5,1,3,บัญชี,2,2.82,4,1
93.0,77.0,65.0,84.8,53.5,3.1,9.6,6.4,9.4,3.0,6.8,16,0,5,4,2,7.4,6,1.9,0,3,บัญชี,2,2.66,2,4
74.3,69.2,81.1,95.6,44.5,9.2,7.1,8.7,6.7,3.2,7.0,19,1,5,3,0,8.8,1,2.8,1,3,สารสนเทศ,3,2.52,3,5
53.7,37.8,73.3,78.4,56.4,4.6,5.2,3.7,9.9,6.2,4.3,16,1,1,2,2,9.3,6,1.2,1,3,อาหาร,1,3.47,4,1
54.4,61.3,43.1,40.9,52.2,9.5,6.1,3.5,5.8,6.0,8.3,18,0,2,3,2,9.1,6,1.6,1,1,สารสนเทศ,3,3.29,3,3
80.8,62.2,31.8,47.0,77.4,8.0,8.6,4.1,7.4,7.9,5.8,16,0,3,1,1,7.1,3,6.2,0,2,บัญชี,2,3.28,3,4
92.8,90.5,49.9,89.0,50.3,8.3,4.1,8.4,1.5,7.8,1.9,17,1,2,2,1,8.7,2,2.1,0,4,สารสนเทศ,1,2.98,4,2
92.1,68.3,61.0,44.7,70.4,4.4,5.0,8.1,6.7,7.0,8.2,19,1,2,4,1,6.4,2,3.6,0,1,บัญชี,2,2.95,4,2
84.6,56.6,73.2,35.1,34.6,4.6,7.8,7.0,7.9,5.0,9.6,19,0,4,2,2,5.3,0,1.2,0,2,บัญชี,1,3.53,5,1
74.9,98.4,89.5,79.2,43.4,6.6,5.2,6.3,8.0,9.0,1.5,19,0,1,2,0,8.4,1,5.4,0,2,สารสนเทศ,1,3.31,4,2
35.9,37.8,43.7,58.2,58.5,4.2,8.5,9.2,7.9,6.6,4.5,17,0,3,2,0,8.2,1,5.8,0,1,อาหาร,1,3.26,4,2
41.3,59.6,38.8,94.4,95.6,5.1,3.9,8.4,3.0,9.9,5.4,16,1,5,3,1,9.0,1,2.9,0,1,อาหาร,1,3.75,4,2
92.9,32.9,97.4,75.5,56.4,5.3,8.3,8.7,9.8,8.4,2.3,19,0,5,4,1,8.1,5,6.3,1,1,บัญชี,2,3.67,4,1
72.5,81.8,37.6,36.3,76.5,4.1,3.5,8.7,10.0,1.4,8.8,18,1,2,1,2,5.8,3,1.9,0,4,สารสนเทศ,1,2.94,4,5
30.6,94.3,63.5,96.3,47.9,4.4,3.1,7.5,1.7,3.9,3.6,18,0,1,3,0,9.3,3,5.5,0,2,สารสนเทศ,1,3.48,5,2
37.1,49.6,71.0,48.1,38.9,8.5,9.3,6.2,9.4,6.1,8.0,18,0,1,4,0,8.1,3,5.8,0,4,อาหาร,2,3.16,4,2
76.4,90.1,67.9,53.6,34.1,4.2,7.1,9.1,3.6,7.5,7.0,18,0,3,4,1,9.0,2,7.7,0,4,สารสนเทศ,1,3.48,4,1
30.4,50.5,36.0,58.2,51.4,3.2,5.5,9.5,7.2,6.0,6.4,18,1,3,3,0,8.9,3,1.9,1,4,อาหาร,1,3.0,4,1
41.3,93.8,34.0,33.6,41.0,7.4,4.6,3.2,4.0,8.1,2.7,17,1,2,2,1,6.5,0,0.7,0,4,สารสนเทศ,1,4.0,5,1
68.4,82.8,37.4,64.8,42.2,9.8,7.3,3.4,9.7,3.5,3.0,16,0,2,4,1,5.4,5,2.1,1,4,สารสนเทศ,2,2.98,4,1
78.4,86.3,71.0,38.6,83.3,5.3,6.6,9.7,1.9,2.7,1.4,17,1,2,1,3,5.9,3,1.0,1,1,บัญชี,1,2.49,3,1
75.6,31.3,68.1,58.1,31.1,3.8,9.9,4.9,5.5,1.5,3.2,18,0,4,3,3,5.5,5,1.4,0,4,บัญชี,1,3.3,4,1
45.7,97.4,46.4,54.5,69.0,7.0,9.9,9.1,4.9,6.2,4.1,18,1,1,4,2,6.2,5,2.7,0,3,สารสนเทศ,2,3.62,4,1
79.9,80.9,74.6,84.1,56.6,9.3,7.4,5.7,3.9,7.2,8.5,19,0,2,1,1,7.3,2,3.3,0,1,สารสนเทศ,1,3.35,4,1
46.6,51.3,87.4,86.2,65.5,8.5,6.1,3.8,6.8,3.9,4.3,19,0,1,1,2,9.5,1,7.2,0,2,อาหาร,2,3.71,5,1
52.8,88.1,32.9,40.7,69.4,7.4,6.4,3.6,2.2,6.5,7.8,16,1,5,1,3,9.4,5,1.6,0,2,สารสนเทศ,1,3.84,5,1
82.3,49.7,64.9,55.7,51.9,5.2,7.8,4.1,7.4,1.5,5.0,16,0,5,1,0,8.6,0,7.8,1,1,บัญชี,3,2.65,4,1
75.5,91.1,78.3,56.1,50.7,6.8,3.7,4.7,9.8,1.9,8.1,16,1,1,3,3,5.1,2,6.5,0,4,สารสนเทศ,3,2.93,3,5
89.4,37.9,47.7,40.6,81.3,3.6,5.3,6.4,8.2,7.3,9.8,17,0,5,1,3,6.7,4,7.1,0,1,บัญชี,3,2.97,4,1
76.0,79.3,51.5,85.9,91.0,7.8,3.5,7.9,8.7,4.3,3.2,19,1,5,3,3,8.4,5,7.4,0,2,อาหาร,2,2.7,3,5
69.8,67.8,73.0,79.5,43.5,8.1,3.5,9.9,4.2,7.0,8.8,16,0,5,1,0,5.6,6,6.0,1,2,สารสนเทศ,2,2.55,3,4
36.6,36.8,92.9,43.3,36.8,9.8,4.4,6.1,3.9,8.5,6.6,19,0,3,1,3,9.0,5,6.3,0,1,อาหาร,3,3.13,4,2
55.7,46.9,86.7,55.7,92.8,4.8,6.4,6.6,5.7,8.7,8.4,19,1,3,3,1,9.6,1,3.5,0,3,อาหาร,1,3.39,4,1
48.6,30.9,70.8,37.4,54.5,3.1,8.5,6.7,1.4,2.5,6.9,19,0,1,2,1,6.8,3,4.1,1,3,อาหาร,2,2.58,4,1
47.1,62.8,81.1,74.0,68.6,6.8,6.4,6.8,9.5,5.4,4.8,19,1,1,4,3,8.5,2,7.5,0,3,อาหาร,1,3.17,4,1
98.1,51.1,55.5,38.5,55.2,7.9,5.3,6.6,2.3,7.6,3.1,19,0,4,4,2,5.7,4,3.0,0,2,บัญชี,2,3.59,5,2
57.5,71.9,74.9,99.0,38.8,8.5,3.6,3.1,9.1,8.0,1.6,19,0,3,3,2,8.5,2,0.3,0,3,สารสนเทศ,1,3.77,4,1
92.4,50.8,62.6,84.6,71.3,4.4,6.9,3.0,1.8,8.1,5.8,17,0,1,1,0,5.1,3,6.1,1,3,อาหาร,3,2.88,3,2
74.2,51.0,43.3,57.3,66.8,4.8,4.9,3.7,8.4,3.1,9.9,18,0,3,3,0,5.8,2,4.6,0,1,อาหาร,3,2.57,3,4
85.6,82.0,79.1,70.5,44.2,6.6,7.3,3.7,2.4,2.7,7.6,19,1,4,1,1,8.5,4,6.5,0,4,บัญชี,1,2.98,4,2
65.2,33.4,69.0,93.8,61.6,5.3,9.8,7.9,1.3,6.3,3.9,17,1,1,3,1,8.6,2,0.6,1,4,อาหาร,3,3.21,4,2
70.4,93.2,55.1,68.8,85.8,9.0,3.8,4.4,7.5,7.7,8.4,16,1,1,4,3,8.2,0,5.0,0,1,สารสนเทศ,1,3.67,4,4
64.5,89.7,93.8,42.2,71.3,6.3,4.5,9.3,3.5,3.9,7.9,17,0,1,3,2,7.4,0,2.0,1,4,สารสนเทศ,1,3.2,3,1
43.7,76.7,31.5,56.5,36.8,8.6,6.3,9.5,7.4,1.9,3.5,17,1,1,4,1,8.4,3,7.2,0,3,สารสนเทศ,2,3.24,5,2
80.6,71.5,52.1,89.0,68.4,7.1,9.8,9.8,6.0,7.5,1.1,17,1,2,4,2,8.9,6,0.9,0,2,สารสนเทศ,1,2.84,3,3
49.7,92.5,34.0,75.1,79.2,8.4,8.4,9.6,2.0,3.7,2.1,19,0,3,4,0,9.8,6,6.7,1,3,สารสนเทศ,2,3.25,4,1
31.7,43.0,83.7,75.6,85.5,5.3,9.3,4.9,9.4,2.5,8.9,16,1,3,3,0,9.4,4,0.7,1,1,อาหาร,1,3.82,5,1
75.2,35.5,79.1,90.7,74.0,8.8,5.3,6.6,5.1,2.3,8.5,17,0,3,2,3,9.0,4,0.2,0,4,อาหาร,2,2.65,3,3
42.4,46.8,53.2,92.6,40.7,4.9,9.9,4.2,7.6,3.8,3.7,16,0,4,3,3,8.5,4,1.9,1,1,อาหาร,2,3.13,4,2
95.8,85.6,77.3,94.4,79.7,6.8,3.7,8.6,5.5,6.3,3.6,17,1,2,3,1,7.9,4,2.7,1,1,สารสนเทศ,3,2.39,3,5
96.8,32.4,57.7,36.6,77.4,4.5,3.4,9.2,6.4,4.2,8.1,19,1,3,2,2,5.6,4,5.0,0,3,บัญชี,2,3.7,5,2
94.0,70.8,82.9,68.1,31.7,6.3,9.0,9.0,3.7,1.2,9.4,17,1,3,2,1,5.8,6,1.1,1,4,บัญชี,1,3.39,4,1
55.9,99.7,61.8,81.8,58.8,5.2,9.5,6.0,2.8,1.9,8.0,17,1,1,4,1,9.1,1,3.5,0,2,สารสนเทศ,1,3.23,4,4
31.1,89.9,58.9,83.0,53.3,4.9,3.6,8.3,5.9,3.6,6.5,16,0,1,1,2,9.0,2,1.6,0,3,สารสนเทศ,3,2.42,3,1
95.0,66.5,95.4,72.5,76.9,9.8,3.8,3.7,5.0,6.9,3.2,16,1,1,1,1,8.1,5,6.8,0,1,บัญชี,2,3.39,3,1
60.0,34.5,47.6,41.7,45.1,4.1,3.2,3.3,4.5,1.9,5.7,16,0,3,4,3,7.2,4,0.4,1,1,บัญชี,2,2.98,3,5
97.7,88.2,38.4,85.8,71.4,8.5,3.7,8.3,7.1,6.0,3.1,18,1,1,3,2,5.1,6,2.8,0,4,สารสนเทศ,2,2.73,3,2
97.5,71.9,70.9,80.4,93.9,9.9,4.5,6.0,7.2,2.1,8.3,16,0,3,1,2,6.6,5,5.1,1,1,อาหาร,1,2.63,3,1
89.7,38.0,97.9,36.0,85.8,3.1,9.8,10.0,1.4,2.9,4.5,17,1,4,3,1,7.1,0,7.3,0,1,บัญชี,2,3.49,4,1
50.6,36.6,56.4,62.5,94.5,7.9,7.7,3.7,4.0,2.5,8.5,18,1,4,2,2,7.4,6,6.9,0,3,อาหาร,3,3.42,5,1
57.0,93.7,34.3,42.2,98.5,4.8,8.4,9.0,4.7,1.6,4.4,16,0,5,2,3,9.6,5,7.2,1,4,สารสนเทศ,1,2.86,3,2
89.6,76.8,53.8,53.6,30.7,3.3,8.4,6.4,1.9,7.0,8.4,19,1,2,4,3,5.5,6,0.5,1,3,บัญชี,3,2.91,3,2
52.2,88.1,65.4,31.3,73.6,5.8,6.7,8.8,3.1,5.2,4.0,16,1,1,3,0,7.6,5,6.7,0,2,สารสนเทศ,1,3.68,4,3
41.9,91.5,41.3,58.0,58.9,9.5,8.6,8.7,1.5,8.5,5.0,19,1,1,4,0,6.8,6,6.2,0,1,สารสนเทศ,2,3.45,4,4
69.0,70.0,76.1,68.5,90.2,3.1,7.2,9.4,10.0,1.9,6.5,18,1,2,1,0,10.0,2,7.2,1,3,อาหาร,1,3.13,4,1
95.5,66.2,99.8,73.4,47.6,7.1,5.2,5.1,7.6,2.3,1.6,19,0,2,1,0,9.3,5,2.5,0,3,บัญชี,2,3.5,5,1
78.7,60.1,61.6,76.4,98.7,6.5,6.9,9.6,1.8,3.8,9.5,18,0,5,1,1,7.2,3,7.3,1,4,อาหาร,1,3.84,5,1
69.9,52.2,54.8,88.5,73.0,9.1,6.7,4.1,1.2,7.9,6.2,19,1,2,3,0,10.0,6,3.2,1,1,อาหาร,1,3.71,5,2
36.8,60.4,58.0,45.1,85.5,3.6,8.8,3.6,7.5,3.8,5.6,16,0,3,4,0,7.6,3,5.1,1,3,อาหาร,3,2.96,4,1
73.1,84.2,38.1,38.4,36.0,7.8,9.9,6.0,5.0,4.7,8.6,18,1,1,4,0,5.8,6,3.4,1,1,สารสนเทศ,2,3.11,3,3
99.3,72.1,91.8,89.6,42.8,7.8,5.9,8.8,8.1,3.7,8.8,17,0,2,1,0,7.8,4,3.4,1,2,บัญชี,2,2.86,4,2
39.8,92.5,59.0,41.0,83.1,7.7,8.3,6.3,9.3,1.7,5.7,17,0,3,4,1,6.1,1,4.4,0,1,สารสนเทศ,2,3.15,4,5
66.3,61.0,57.1,98.2,31.5,9.6,3.7,8.8,6.4,9.5,9.3,17,0,2,2,0,8.2,6,2.8,0,1,สารสนเทศ,1,3.37,4,1
91.4,72.5,76.2,89.0,87.2,8.8,8.4,8.1,2.7,5.9,1.6,16,1,3,2,2,9.7,1,6.3,0,3,อาหาร,1,2.76,3,1
81.9,74.2,60.9,65.1,31.0,3.3,5.6,4.5,8.0,8.1,2.0,17,0,4,2,3,8.9,2,5.1,0,4,บัญชี,1,3.35,4,1
78.8,71.4,75.4,98.7,76.0,6.3,3.3,9.6,9.6,6.9,6.4,18,0,3,2,2,6.4,1,5.5,1,4,อาหาร,2,3.12,4,4
79.2,79.2,34.3,36.8,55.6,5.8,5.5,3.4,6.2,5.6,4.2,17,1,5,4,1,6.5,5,1.8,0,4,สารสนเทศ,3,2.71,2,3
55.2,46.6,87.0,51.2,72.8,5.2,7.3,9.3,7.1,1.8,5.2,18,0,3,2,1,5.3,3,7.8,1,2,อาหาร,1,3.14,3,2
50.6,65.9,95.8,74.7,78.7,6.2,3.8,5.1,4.0,6.8,4.0,17,1,2,2,1,6.4,4,5.3,1,2,อาหาร,2,3.16,5,1
86.7,37.3,75.4,54.5,54.0,5.7,9.5,6.5,4.4,2.4,4.6,19,0,4,2,3,5.5,0,1.6,1,3,บัญชี,1,3.05,4,1
86.7,56.9,96.8,95.0,37.6,6.0,3.5,6.0,7.6,4.7,8.4,18,1,4,2,0,7.5,5,6.0,0,4,บัญชี,1,2.86,4,2
90.7,64.1,40.6,34.6,34.9,9.9,9.5,4.2,9.3,6.7,6.3,17,0,3,2,1,8.5,3,1.4,1,2,บัญชี,2,3.76,5,1
93.9,75.7,63.4,68.5,71.2,3.6,7.9,5.5,6.7,8.0,10.0,17,1,2,3,0,8.8,3,0.5,0,4,บัญชี,1,2.84,4,1
65.8,96.5,72.1,71.4,66.4,9.5,5.3,4.4,8.1,7.2,8.1,17,0,4,3,1,5.3,2,4.2,1,4,สารสนเทศ,2,3.01,4,1
65.1,72.0,70.7,75.7,82.0,6.4,5.7,4.4,2.5,7.0,3.5,18,0,3,2,3,6.7,5,4.4,0,2,อาหาร,1,3.09,4,5
85.9,82.1,58.1,47.9,65.7,7.4,8.2,4.3,2.9,2.3,3.4,18,1,3,2,2,6.4,6,1.5,1,4,บัญชี,3,3.24,4,2
75.5,65.4,53.7,55.5,59.6,8.8,7.2,6.4,5.8,4.1,4.0,17,0,3,4,2,5.5,1,2.8,0,1,บัญชี,2,3.18,4,2
79.1,74.4,38.9,89.1,57.9,5.5,7.7,8.6,2.6,1.4,8.6,19,0,4,2,3,6.8,0,7.6,0,3,สารสนเทศ,1,2.79,3,1
85.7,35.0,57.4,43.6,31.9,6.0,5.7,7.0,6.7,7.5,1.2,18,1,1,1,0,6.5,0,2.3,0,2,บัญชี,1,4.0,5,1
92.3,47.8,41.4,87.9,53.5,5.9,6.4,9.3,3.6,9.6,3.1,18,1,2,3,1,8.2,6,1.2,1,2,บัญชี,1,3.1,4,1
53.7,55.3,81.4,69.4,98.3,5.6,9.9,7.5,8.1,3.4,9.1,19,0,5,2,2,9.4,1,7.9,1,4,อาหาร,1,3.74,5,1
56.3,63.1,44.6,83.4,91.1,9.5,4.5,7.8,8.3,1.8,6.8,16,1,5,3,3,7.3,6,2.4,0,2,อาหาร,2,2.97,4,1
36.6,33.2,34.1,80.0,53.1,8.8,5.9,7.7,5.2,5.3,3.0,19,0,2,2,0,8.7,4,5.4,0,1,อาหาร,3,3.52,4,1
70.5,39.8,68.7,44.5,71.1,3.8,5.0,6.1,2.6,8.7,3.0,17,1,1,1,2,5.7,1,1.9,0,4,บัญชี,1,3.59,4,2
32.5,49.4,71.7,69.8,89.3,3.8,8.4,7.8,6.8,6.0,8.8,18,1,2,2,3,9.5,4,4.4,0,1,อาหาร,2,3.84,5,2
62.6,98.0,91.0,90.7,60.9,6.0,8.3,3.5,9.9,1.4,9.0,18,1,3,3,1,5.8,0,3.1,0,3,สารสนเทศ,1,2.82,3,1
68.0,53.2,70.4,60.2,31.3,3.7,5.0,9.0,6.6,9.8,3.3,18,1,2,3,3,6.0,5,7.7,0,3,บัญชี,2,2.84,3,1
50.1,63.7,54.2,97.7,35.2,7.3,3.6,8.4,1.3,8.5,4.8,18,0,2,3,0,5.5,2,3.5,1,1,สารสนเทศ,1,2.99,4,5
71.4,43.7,86.2,61.7,65.7,4.0,3.1,4.7,1.2,2.2,8.5,16,1,4,4,2,6.5,3,4.7,0,4,อาหาร,3,2.56,3,1
32.1,72.8,67.8,40.0,97.9,6.7,6.0,8.4,3.9,9.3,7.9,18,0,5,3,1,7.8,5,7.6,1,3,อาหาร,2,2.85,4,2
32.6,49.6,35.5,57.3,78.5,3.1,5.9,3.1,2.8,5.1,8.3,18,0,5,2,0,9.9,0,7.9,0,4,อาหาร,3,3.15,4,1
87.6,44.5,69.6,96.6,35.0,5.2,9.9,4.5,8.3,4.3,5.7,16,0,3,1,3,9.0,0,0.8,1,4,บัญชี,1,3.17,4,1
55.2,66.2,93.6,52.4,43.3,7.7,6.3,3.5,8.6,5.1,9.2,17,0,3,1,2,6.9,0,6.7,1,3,อาหาร,2,2.76,3,4
38.9,30.4,57.7,90.8,84.0,6.4,4.8,8.5,3.3,8.5,3.9,17,0,4,2,2,7.9,3,3.1,0,3,อาหาร,2,3.8,4,2
66.6,30.5,50.7,91.7,88.9,9.8,9.2,8.3,3.9,6.9,2.4,16,1,3,4,0,8.1,4,4.8,0,1,อาหาร,2,3.74,4,1
83.9,45.3,40.0,54.5,73.2,9.1,6.4,8.7,3.1,1.5,7.4,17,1,1,2,1,9.1,2,3.0,0,4,บัญชี,1,2.92,3,3
45.1,32.6,40.6,35.8,75.1,5.5,7.2,3.0,9.2,9.6,5.9,17,0,4,3,0,8.7,5,3.2,0,1,อาหาร,3,3.12,4,3
73.6,37.6,60.3,80.7,32.0,3.3,3.7,6.5,5.5,2.3,8.7,19,0,4,4,2,7.8,5,1.3,0,2,บัญชี,3,2.76,3,4
36.0,53.7,71.7,51.8,88.0,8.9,5.7,7.9,6.9,7.7,1.7,19,1,2,2,2,8.3,2,4.6,0,2,อาหาร,1,3.88,5,1
33.6,86.2,35.6,84.8,85.2,9.4,9.6,4.1,4.7,6.7,8.6,19,0,2,4,2,8.7,2,4.4,0,2,สารสนเทศ,2,2.69,3,3
67.2,70.0,95.8,61.0,48.1,8.7,7.1,7.5,6.7,2.7,3.6,16,1,1,1,1,5.7,4,1.5,0,2,สารสนเทศ,1,3.01,3,2
67.8,65.9,82.9,64.0,79.6,3.9,5.4,3.6,4.5,2.5,6.9,18,0,4,2,2,6.0,5,4.3,0,3,อาหาร,3,2.77,3,5
74.6,50.5,71.1,84.5,45.0,10.0,7.4,4.3,4.1,8.8,1.4,16,1,4,2,2,8.4,1,7.8,0,3,บัญชี,2,3.09,4,1
80.8,95.2,88.0,56.8,32.8,4.8,9.4,6.3,6.7,4.8,6.5,16,1,2,1,0,9.3,1,5.7,0,1,สารสนเทศ,1,3.11,3,1
98.3,57.8,35.6,61.0,44.1,8.1,4.9,7.6,6.3,6.9,7.5,16,0,5,4,2,7.0,2,3.8,1,3,บัญชี,1,3.91,5,2
66.1,36.1,63.4,56.3,42.5,9.4,6.5,4.0,3.6,5.5,4.3,16,1,5,1,3,9.9,0,7.3,1,3,บัญชี,1,3.13,5,2
52.6,73.2,74.1,55.7,53.6,4.6,9.7,4.3,2.3,7.5,2.9,19,0,2,4,0,6.1,0,4.6,1,3,สารสนเทศ,1,2.63,4,4
85.7,38.0,88.0,66.8,59.3,9.4,4.2,4.4,4.3,5.3,5.8,16,1,3,2,2,7.1,3,1.1,0,2,บัญชี,1,2.94,4,2
49.0,54.2,84.8,86.6,65.6,5.2,8.0,4.7,4.7,3.6,8.5,19,1,4,4,0,6.9,1,4.4,0,1,อาหาร,2,3.67,4,1
60.7,65.5,49.4,55.3,63.4,9.8,7.3,4.6,6.7,4.3,3.9,18,0,1,4,0,9.7,0,1.4,0,4,สารสนเทศ,2,3.33,3,3
35.5,91.2,95.9,66.7,48.9,5.0,7.8,5.8,9.2,8.7,3.3,17,1,5,3,3,6.4,6,6.1,0,4,สารสนเทศ,2,3.53,5,1
31.8,64.5,38.7,77.0,32.0,9.7,5.5,7.6,1.3,5.2,3.5,19,1,3,3,0,7.4,2,7.7,1,4,สารสนเทศ,2,2.94,5,1
97.4,79.2,91.3,48.9,72.4,3.4,5.2,6.1,3.2,2.9,9.5,16,0,4,3,0,5.9,3,2.9,0,2,บัญชี,1,3.38,4,4
88.5,99.5,98.0,49.4,57.7,8.0,7.8,8.4,2.7,9.4,4.2,18,1,3,1,1,7.6,1,3.5,1,3,สารสนเทศ,1,2.71,3,2
